0.0,1.0,1.0
0.001,0.9998434782028198,0.9999299467043219
0.002,0.9998323321342468,0.9997723405008865
0.003,0.9994120597839355,0.9995464300316363
0.004,0.9993323683738708,0.9992604164345075
0.005,0.9988192915916443,0.9989194600643668
0.006,0.9980801343917847,0.9985272720692822
0.007,0.9980369806289673,0.9980867262849802
0.008,0.9971531629562378,0.9976001571499243
0.009,0.9970166087150574,0.9970695259680395
0.01,0.9961894750595093,0.9964965225297466
0.011,0.9951265454292297,0.995882631425361
0.012,0.9950631260871887,0.9952291775178956
0.013,0.9938676953315735,0.994537358362924
0.014,0.9937162399291992,0.9938082680600349
0.015,0.9925703406333923,0.993042915260815
0.016,0.9912037253379822,0.9922422370634354
0.017,0.9910995364189148,0.9914071099332341
0.018,0.9895198345184326,0.9905383584233246
0.019,0.9893324971199036,0.9896367622352544
0.02,0.987852931022644,0.9887030620053046
0.021,0.9861266016960144,0.9877379640973956
0.022,0.9860044121742249,0.9867421446110431
0.023,0.9841031432151794,0.9857162527614949
0.024,0.9838771224021912,0.9846609137522095
0.025,0.9821273684501648,0.983576731232777
0.026,0.9802241921424866,0.9824642894152426
0.027,0.9800761342048645,0.9813241549066523
0.028,0.978002667427063,0.9801568783040706
0.029,0.9777941703796387,0.9789629955894127
0.03,0.975761890411377,0.9777430293544848
0.031,0.9735279679298401,0.976497489881164
0.032,0.9733263254165649,0.9752268760973156
0.033,0.9708739519119263,0.973931676425573
0.034,0.9706069231033325,0.9726123695393127
0.035,0.9684937596321106,0.9712694250378828
0.036,0.9662685990333557,0.9699033040512908
0.037,0.9660884737968445,0.968514459783026
0.038,0.9636176228523254,0.967103337998433
0.039,0.9633556008338928,0.9656703774649982
0.04,0.9611545205116272,0.9642160103500357
0.041,0.9589026570320129,0.962740662580519
0.042,0.9586765170097351,0.9612447541691824
0.043,0.9561007618904114,0.9597286995104861
0.044,0.9558365941047668,0.958192907649591
0.045,0.9535254240036011,0.9566377825271042
0.046,0.9510886073112488,0.9550637232020212
0.047,0.9509179592132568,0.9534711240550153
0.048,0.9484366774559021,0.9518603749739707
0.049,0.9481832385063171,0.950231861523447
0.05,0.9458709359169006,0.9485859650995758
0.051,0.9433745741844177,0.9469230630717301
0.052,0.9431307315826416,0.9452435289121642
0.053,0.9403792023658752,0.9435477323146969
0.054,0.9400874376296997,0.9418360393034046
0.055,0.937579333782196,0.9401088123321922
0.056,0.9349466562271118,0.9383664103760249
0.057,0.9347221255302429,0.936609189014529
0.058,0.9317200779914856,0.934837500508604
0.059,0.9314270615577698,0.9330516938706247
